478.0	33.0	0.463848	0.259499	0.531502	0.954868
126.0	36.0	0.537478	-0.745485	0.919038	0.951393
221.0	34.0	0.504557	-0.460638	0.683202	0.894015
109.0	44.0	0.681069	-0.909400	1.136161	0.909409
433.0	45.0	0.411623	0.109597	0.425964	0.937661
699.0	44.0	0.398347	0.862735	0.950259	0.972109
260.0	46.0	0.424592	-0.385943	0.573786	0.954782
244.0	46.0	0.434902	-0.413914	0.600387	0.946274
512.0	46.0	0.438926	0.330020	0.549153	0.940711
320.0	49.0	0.439825	-0.210024	0.487397	0.964249
378.0	52.0	0.414016	-0.036842	0.415652	0.973432
426.0	54.0	0.411713	0.108977	0.425892	0.938249
69.0	55.0	0.442481	-0.898171	1.001250	0.969382
435.0	55.0	0.410822	0.108972	0.425029	0.937808
301.0	55.0	0.419231	-0.256120	0.491276	0.930165
182.0	60.0	0.483330	-0.561137	0.740596	0.911123
86.0	64.0	0.424370	-0.818840	0.922273	0.957464
465.0	69.0	0.362559	0.198290	0.413241	0.756257
258.0	70.0	0.398762	-0.473466	0.619016	0.741707
322.0	72.0	0.361396	-0.208445	0.417201	0.787423
354.0	73.0	0.363824	-0.109726	0.380010	0.977940
384.0	72.0	0.359149	-0.055193	0.363365	0.869800
120.0	75.0	0.385788	-0.758786	0.851228	0.970255
738.0	84.0	0.270760	0.815774	0.859534	0.937247
461.0	90.0	0.296852	0.183169	0.348815	0.858256
705.0	88.0	0.269043	0.883547	0.923601	0.584959
580.0	92.0	0.286154	0.520229	0.593736	0.708863
297.0	97.0	0.310673	-0.333481	0.455771	0.962526
201.0	97.0	0.299863	-0.525709	0.605217	0.932085
84.0	98.0	0.320633	-0.947800	1.000565	0.885004
323.0	97.0	0.304620	-0.363847	0.474529	0.725490
211.0	104.0	0.295605	-0.603945	0.672407	0.864794
586.0	103.0	0.010349	0.518570	0.518674	0.774635
222.0	105.0	0.290964	-0.507387	0.584894	0.653740
491.0	107.0	0.262398	0.258670	0.368460	0.889249
59.0	108.0	0.301142	-0.938112	0.985262	0.916951
369.0	108.0	0.263287	-0.076230	0.274100	0.987500
135.0	110.0	0.325920	-0.690020	0.763119	0.774606
266.0	109.0	0.307226	-0.362908	0.475489	0.901576
426.0	110.0	0.368775	0.021959	0.369429	0.708949
608.0	110.0	0.223466	0.592489	0.633230	0.968397
87.0	111.0	0.337241	-0.862697	0.926271	0.873735
282.0	113.0	0.490057	-0.432181	0.653404	0.907808
570.0	115.0	0.236621	0.489007	0.543247	0.887340
751.0	115.0	0.189249	1.057374	1.074177	0.837288
460.0	117.0	0.216814	0.109046	0.242692	0.798349
531.0	116.0	0.184765	0.444166	0.481063	0.839973
200.0	118.0	0.285531	-0.522047	0.595030	0.720124
406.0	120.0	0.217213	0.030208	0.219304	0.987321
692.0	122.0	0.123368	0.825514	0.834682	0.932519
530.0	128.0	0.279041	0.382735	0.473656	0.856497
221.0	130.0	0.199214	-0.492223	0.531008	0.893102
456.0	130.0	0.204085	0.168226	0.264482	0.821343
721.0	132.0	0.189945	0.764066	0.787322	0.926492
760.0	138.0	0.120333	0.983705	0.991038	0.851472
255.0	139.0	0.165861	-0.400185	0.433195	0.686083
545.0	141.0	0.226242	0.399945	0.459502	0.930224
753.0	139.0	0.029549	0.955781	0.956238	0.759093
453.0	142.0	0.158234	0.159255	0.224500	0.804568
738.0	142.0	0.265333	0.938549	0.975333	0.852972
572.0	144.0	0.294074	0.530723	0.606751	0.910614
107.0	147.0	0.162351	-0.809944	0.826055	0.952657
255.0	148.0	0.164165	-0.400183	0.432546	0.686192
339.0	147.0	-0.102278	-0.155022	0.185722	0.879455
323.0	149.0	0.257598	-0.163116	0.304899	0.797817
475.0	152.0	0.141666	0.178572	0.227941	0.891082
672.0	151.0	0.097220	0.932495	0.937550	0.728304
494.0	153.0	0.197729	0.263926	0.329778	0.976566
54.0	158.0	0.170565	-0.950621	0.965802	0.817347
571.0	165.0	0.041784	0.463456	0.465336	0.945199
356.0	169.0	0.091776	-0.116736	0.148493	0.873771
32.0	174.0	0.410585	-0.927028	1.013884	0.664605
508.0	174.0	-0.156760	0.066727	0.170370	0.689204
547.0	175.0	8.203900	-1.196130	8.290640	0.825067
539.0	176.0	0.225695	0.415030	0.472428	0.754366
297.0	179.0	0.071161	-0.285150	0.293895	0.987547
688.0	178.0	0.019887	0.804127	0.804372	0.800290
623.0	179.0	-0.008774	0.660942	0.661001	0.949529
55.0	186.0	0.027926	-0.958031	0.958438	0.911850
266.0	189.0	0.082115	0.101298	0.130400	0.846079
422.0	191.0	0.003246	0.049115	0.049222	0.960683
456.0	189.0	-0.245524	0.152363	0.288957	0.949183
739.0	188.0	-0.017019	1.173790	1.173914	0.686995
635.0	192.0	0.035686	0.644793	0.645780	0.973544
669.0	190.0	-0.019336	0.909425	0.909631	0.760924
348.0	193.0	0.025522	-0.147574	0.149765	0.982115
174.0	195.0	0.045067	-0.624674	0.626297	0.861895
409.0	197.0	0.109859	0.047503	0.119689	0.950700
439.0	200.0	-0.139089	0.101130	0.171968	0.986535
687.0	200.0	-0.023000	0.795412	0.795744	0.978505
743.0	201.0	0.079484	0.967703	0.970962	0.819115
217.0	205.0	0.225112	-0.458018	0.510349	0.811035
182.0	205.0	0.045624	-0.624665	0.626329	0.862253
61.0	207.0	-0.000347	-0.949527	0.949528	0.734491
224.0	211.0	0.224887	-0.473345	0.524051	0.830842
156.0	213.0	-0.014385	-0.688580	0.688730	0.965913
618.0	214.0	-0.085441	0.610809	0.616755	0.952315
684.0	215.0	-0.060428	0.781033	0.783367	0.990849
246.0	217.0	-0.031561	-0.428456	0.429617	0.918791
148.0	221.0	-0.006913	-0.688805	0.688840	0.901924
275.0	223.0	-0.045748	-0.351639	0.354602	0.981484
484.0	222.0	-0.074075	0.228651	0.240351	0.991056
706.0	223.0	-0.120305	1.006553	1.013717	0.928119
567.0	224.0	-0.341435	0.781051	0.852419	0.929721
314.0	225.0	0.134347	-0.287192	0.317062	0.843082
624.0	225.0	-0.132235	0.611713	0.625843	0.937140
248.0	227.0	-0.021859	-0.428492	0.429050	0.930808
202.0	226.0	-0.042672	-0.568765	0.570363	0.808531
110.0	231.0	-0.153540	-0.819227	0.833491	0.844079
351.0	231.0	-0.085612	-0.140694	0.164695	0.810104
166.0	232.0	0.005022	-0.650610	0.650629	0.980934
67.0	236.0	-0.052445	-0.931803	0.933278	0.998723
549.0	237.0	-0.132664	0.403674	0.424915	0.799701
695.0	237.0	-0.129719	0.856128	0.865900	0.992099
423.0	238.0	0.019847	0.065653	0.068587	0.742741
475.0	240.0	-0.088603	0.264742	0.279175	0.981105
447.0	244.0	-0.128315	0.122891	0.177671	0.941685
764.0	244.0	-0.174553	1.010097	1.025068	0.993453
242.0	250.0	-0.009017	-0.464728	0.464815	0.853291
34.0	250.0	-0.707650	-1.053903	1.269441	0.888403
722.0	251.0	-0.898964	0.835172	1.227049	0.781305
544.0	253.0	-0.155587	-0.051456	0.163875	0.804386
706.0	258.0	-0.436558	0.847214	0.953076	0.886751
175.0	260.0	-0.138516	-0.632101	0.647100	0.977835
406.0	261.0	-0.332164	0.012373	0.332394	0.950457
226.0	263.0	0.207808	-0.470623	0.514461	0.923086
720.0	263.0	-0.223441	0.850221	0.879091	0.802931
273.0	265.0	-0.131687	-0.337707	0.362474	0.922590
311.0	266.0	-0.204769	-0.233492	0.310562	0.792645
256.0	269.0	-0.123512	-0.362396	0.382865	0.930408
286.0	268.0	-0.173911	-0.336098	0.378427	0.923747
615.0	268.0	-0.182824	0.533228	0.563699	0.890042
745.0	272.0	-0.245097	1.007588	1.036969	0.958909
316.0	275.0	-0.242030	-0.226815	0.331699	0.714742
242.0	275.0	0.017615	-0.362796	0.363223	0.915180
501.0	276.0	-0.224095	0.367105	0.430098	0.822107
146.0	278.0	-0.182637	-0.717040	0.739935	0.982178
680.0	276.0	-0.215491	0.762054	0.791936	0.803605
351.0	277.0	-0.185943	-0.313248	0.364279	0.933224
488.0	278.0	-0.035695	0.348672	0.350495	0.754911
374.0	279.0	-0.216751	-0.023883	0.218063	0.740299
445.0	281.0	-0.228998	0.061607	0.237141	0.897485
673.0	280.0	-0.274881	0.831265	0.875535	0.877056
60.0	281.0	0.069045	-0.969691	0.972146	0.939826
408.0	285.0	-0.250053	0.019285	0.250796	0.889038
603.0	286.0	-0.262400	0.355803	0.442097	0.941326
520.0	288.0	-0.261471	0.022984	0.262479	0.889404
